,0,1,2,3,4,5,6,7,8,9,10,11
an_train_015s_5600-89,0.014156513,0.015055912,0.017480198,0.019384447,0.016758628,0.017235871,0.017096179,0.017605284,0.8016231,0.03054158,0.016367534,0.01669482
aug_train_030s_5600-3558,0.018035343,0.01893935,0.016129531,0.024179436,0.017824518,0.01832088,0.78705996,0.019935431,0.019460868,0.024297979,0.019160476,0.016656125
albite_train_015s_625-47,0.020921556,0.5728935,0.023288213,0.025932664,0.028187135,0.028293842,0.025183477,0.032749947,0.042888142,0.12994319,0.036907386,0.03281093
qtz_train_003s_4760-167,0.6189056,0.03432172,0.033752497,0.034587804,0.032706663,0.036780465,0.03207679,0.03293342,0.03663685,0.044989847,0.03298524,0.029323097
en_train_015s_5600-12,0.014894169,0.015812319,0.018042367,0.016452212,0.018153097,0.015945418,0.020135755,0.79611176,0.020775927,0.024319224,0.02205601,0.01730172
albite_train_015s_625-12,0.020385731,0.53687215,0.019671444,0.028819159,0.025895411,0.029724097,0.030381864,0.032313187,0.05641338,0.15213782,0.03332447,0.034061275
aug_train_030s_5600-1615,0.022634607,0.021678928,0.017415676,0.0476077,0.025865937,0.02695749,0.6832155,0.026779188,0.032292534,0.03994835,0.030089304,0.025514765
gyp_train_15s_1680-675,0.007930663,0.008026942,0.0057510627,0.009185541,0.008992809,0.009448064,0.007919391,0.009922528,0.0093210675,0.010426649,0.011127439,0.9019478
qtz_train_005s_0900-860,0.6950212,0.031935383,0.023446968,0.024304993,0.027945308,0.028799698,0.026657067,0.029072262,0.026940547,0.032799955,0.028017327,0.025059273
mc_train_015s_5600-1685,0.008660735,0.008840991,0.008639249,0.012970305,0.0108915325,0.010509395,0.011005047,0.010934197,0.011428225,0.8814762,0.014144532,0.010499562
an_train_015s_5600-777,0.01579045,0.01859164,0.015310442,0.022017442,0.01804127,0.017480597,0.018671669,0.016842572,0.79696584,0.024188366,0.018817157,0.01728261
fo_train_030s_5040-1327,0.016292678,0.020544203,0.020357825,0.016462235,0.018442437,0.7930211,0.016597938,0.0186363,0.018243289,0.018610608,0.023077514,0.019713894
bt_train_015s_5600-2042,0.014355979,0.019991048,0.017302189,0.7982438,0.016980845,0.018181382,0.017871536,0.020190936,0.02104749,0.018561406,0.020559141,0.016714228
aug_train_030s_5600-3271,0.018859107,0.022075191,0.01857377,0.023683786,0.018099621,0.019645033,0.7882095,0.018566767,0.015213429,0.020380747,0.019644486,0.017048517
an_train_015s_5600-4253,0.024827894,0.021878362,0.024041904,0.029155703,0.021312611,0.023111615,0.021743076,0.022715919,0.7342923,0.034781657,0.020718437,0.021420466
en_train_015s_5600-1087,0.018322831,0.017979737,0.014581835,0.023175824,0.018736646,0.01870476,0.018509464,0.7922678,0.020196794,0.021610923,0.019207781,0.016705547
bt_train_120s_1225-446,0.020052798,0.019808043,0.034903347,0.75080144,0.021786073,0.020611027,0.02100714,0.021925777,0.023657355,0.022818713,0.021080708,0.021547476
qtz_train_003s_4760-4657,0.6252111,0.03637396,0.033506516,0.034283295,0.033013508,0.035288963,0.031666286,0.03300441,0.032519653,0.041939177,0.03358263,0.029610522
en_train_015s_5600-5227,0.014300087,0.01736436,0.0160802,0.017019652,0.015912827,0.014888198,0.014699752,0.8272318,0.014543348,0.017794743,0.015600265,0.014564625
mc_train_015s_5600-5380,0.012938047,0.018633675,0.050249178,0.02196878,0.023623975,0.022798223,0.024282645,0.023007324,0.03160795,0.7230596,0.02426819,0.023562418
mc_train_015s_5600-853,0.008534775,0.009639708,0.009316398,0.010000713,0.009507779,0.009382623,0.010674159,0.009668088,0.009883749,0.89236563,0.011427563,0.009598844
aug_train_030s_5600-4347,0.018017104,0.017204648,0.031843383,0.020696439,0.019317677,0.0225726,0.743966,0.017977575,0.03343793,0.031846147,0.024195481,0.018924963
bt_train_015s_5600-348,0.030238718,0.028531482,0.031883217,0.69461304,0.025017492,0.027963728,0.023366258,0.027784606,0.027576653,0.03277137,0.026329597,0.023923839
mc_train_015s_5600-5311,0.015341735,0.022380115,0.075898476,0.02609203,0.029149788,0.02759309,0.028346749,0.029582623,0.038675573,0.6488741,0.02938541,0.028680265
qtz_train_003s_4760-1203,0.63508546,0.034888774,0.03677954,0.02951872,0.031546034,0.03461103,0.03134263,0.032291792,0.031529356,0.04132427,0.0319411,0.029141225
aug_train_030s_5600-4027,0.018043252,0.019192476,0.019192494,0.024089327,0.019962933,0.021634141,0.7724915,0.018800005,0.017271608,0.02429268,0.020919269,0.024110306
en_train_015s_5600-75,0.014236429,0.01634396,0.0150597785,0.011813219,0.015160953,0.015515293,0.015449327,0.82977146,0.015140977,0.019424044,0.017339678,0.014744881
cal_train_1s_2732-1703,0.013047559,0.014746253,0.011637406,0.015020241,0.013631201,0.014050946,0.014996932,0.014576449,0.01560162,0.021062238,0.8369481,0.01468106
mc_train_015s_5600-3771,0.0104208095,0.013317027,0.012993592,0.011281871,0.011817663,0.010648405,0.012438015,0.012216936,0.00806011,0.868682,0.015716095,0.012407473
en_train_015s_5600-2703,0.014228223,0.016286211,0.0124922935,0.015201196,0.016039444,0.014981041,0.015977517,0.8286761,0.017539049,0.018023763,0.016904917,0.013650238
an_train_015s_5600-3442,0.019446902,0.022227658,0.016829053,0.027106691,0.018952565,0.021599036,0.02088139,0.02047761,0.7664565,0.02639234,0.0199338,0.01969644
bt_train_015s_5600-4432,0.019297324,0.023288513,0.026124146,0.7593384,0.020995617,0.022382656,0.018939886,0.022394383,0.023684818,0.023107847,0.020861596,0.019584863
fo_train_030s_5040-1392,0.013302049,0.014782725,0.01338586,0.013396492,0.01450862,0.84129566,0.012398613,0.0144456,0.013734573,0.018635891,0.015832782,0.014280988
gyp_train_12s_3336-818,0.009251135,0.014122315,0.014588402,0.014765202,0.016571345,0.0151083805,0.012828701,0.016212244,0.018332275,0.01534989,0.015880765,0.8369893
cal_train_1s_2732-825,0.013014755,0.014879392,0.013170129,0.01874385,0.014797733,0.017150143,0.014539612,0.014332248,0.019118099,0.024595318,0.8204938,0.015164899
qtz_train_003s-1599-1593,0.6768621,0.033308323,0.031238154,0.024686022,0.027557494,0.03228268,0.029000307,0.028711487,0.031337403,0.029647673,0.028832061,0.026536316
qtz_train_003s_4760-1413,0.6409683,0.038411334,0.035579596,0.030339053,0.031375512,0.034106746,0.029485285,0.03193824,0.03156341,0.035696104,0.03121601,0.029320525
qtz_train_003s_4760-1741,0.64341724,0.034848813,0.03126219,0.03136844,0.032297228,0.032281384,0.03095523,0.031554125,0.031425547,0.040842477,0.031110344,0.028636985
hb_train_015s_2500-1821,0.025997229,0.021319102,0.7511606,0.029882416,0.020106114,0.021495923,0.01806975,0.021913726,0.025377184,0.024437588,0.020978259,0.019262308
hb_train_120s_1225_02-174,0.007293615,0.012013166,0.8931984,0.011035725,0.008567943,0.009290322,0.014281642,0.009170758,0.006077787,0.0052612405,0.0142140165,0.009595472
bt_train_015s_5600-3317,0.02238912,0.025295213,0.027672267,0.7207824,0.024181107,0.02550085,0.023662806,0.02571032,0.02689159,0.029106872,0.025861481,0.022945864
qtz_train_003s-1599-1432,0.6715356,0.031835083,0.032130722,0.023825122,0.028730787,0.03139164,0.02665297,0.030014003,0.03134249,0.036405597,0.03007809,0.026057892
bt_train_120s_1225-712,0.011044096,0.015800612,0.01667975,0.8365013,0.013720007,0.0147587685,0.014521919,0.015235192,0.012490939,0.019901972,0.0147264805,0.01461893
qtz_train_005s_0900-304,0.69593203,0.031867765,0.030642305,0.022060797,0.027193189,0.027470827,0.027023273,0.026810637,0.025731524,0.031382613,0.029303582,0.02458153
albite_train_015s_5250-1274,0.016488673,0.7556669,0.015428693,0.018598061,0.01829731,0.018017622,0.02080401,0.020671824,0.017439887,0.05767429,0.02116167,0.01975108
aug_train_030s_5600-2203,0.017316781,0.02090007,0.02217374,0.024702264,0.018924797,0.020973299,0.7747678,0.019514818,0.022406744,0.021232666,0.019623738,0.017463375
cal_train_1s_2300-1531,0.014387697,0.01730847,0.017513035,0.021039255,0.01618242,0.019889219,0.017486412,0.017054878,0.01783155,0.040558003,0.78179115,0.018957924
qtz_train_005s_0900-768,0.6997837,0.031701062,0.027788538,0.02404441,0.029070096,0.028558457,0.025494099,0.026908811,0.026672397,0.02862268,0.025962127,0.02539366
ms_train_015s_6400-4038,0.021838991,0.022087298,0.018573584,0.020025786,0.74149036,0.02297088,0.021078425,0.022163777,0.02373011,0.03570741,0.026913919,0.023419295
albite_train_015s_5250-1228,0.014902476,0.7670706,0.01783096,0.017951787,0.017440509,0.017843746,0.019703655,0.019483719,0.015072066,0.052537017,0.021009127,0.019154254
an_train_015s_5600-5211,0.00929216,0.01460222,0.0125332605,0.013855477,0.011328544,0.011743821,0.011018704,0.011443716,0.86112,0.018423613,0.012184943,0.012453546
qtz_train_003s-1599-955,0.67646104,0.031870708,0.0292559,0.023997119,0.02906181,0.031267054,0.029268334,0.029857451,0.029727025,0.033625,0.03022205,0.02538651
mc_train_015s_5600-4317,0.008085908,0.0086101135,0.0068960274,0.010498207,0.010040098,0.009387218,0.009505157,0.010190054,0.009498311,0.8958551,0.0116368355,0.009796974
en_train_015s_5600-4258,0.021283858,0.021865118,0.022144623,0.02620112,0.020669205,0.022953395,0.021582803,0.7474829,0.02412188,0.029106455,0.023556458,0.019032294
fo_train_030s_5040-3532,0.012496857,0.016662773,0.012354162,0.012567461,0.0150775295,0.84311366,0.013972691,0.015200728,0.012924093,0.016078623,0.01513904,0.014412383
bt_train_015s_5600-5463,0.031086907,0.03113676,0.013907101,0.71467334,0.030045845,0.026290748,0.025333105,0.02344803,0.028197993,0.026377788,0.02814119,0.021361092
cal_train_1s_2300-1842,0.015677242,0.018427258,0.024406983,0.016394697,0.016568214,0.018704213,0.018024478,0.017867578,0.019092226,0.02837005,0.7877959,0.01867115
hb_train_015s_2500-799,0.079431996,0.042201567,0.40553263,0.09581134,0.039368264,0.046985596,0.044975966,0.047887318,0.060979143,0.05104866,0.048938036,0.03683942
bt_train_015s_5600-2259,0.013074895,0.019683303,0.020187547,0.79217386,0.017328486,0.01895076,0.017853778,0.01897027,0.022324715,0.021945436,0.020045638,0.01746145
aug_train_030s_5600-1009,0.020522136,0.021805996,0.026044045,0.026754607,0.022434553,0.025392586,0.7377595,0.023457346,0.026160222,0.027546111,0.022232741,0.019890115
fo_train_030s_5040-4323,0.013156123,0.01624485,0.012276441,0.012895222,0.014562904,0.8433613,0.014281933,0.014719125,0.013061238,0.016421227,0.014115019,0.0149046
hb_train_120s_1225_01-407,0.0073684324,0.009251614,0.90281564,0.00582053,0.012234844,0.0091635445,0.009769587,0.009470593,0.011317275,0.0056509688,0.008202602,0.008934355
mc_train_015s_5600-1063,0.0073047034,0.009178671,0.008108063,0.008563242,0.008926898,0.009100427,0.00954968,0.009427766,0.006551348,0.9033259,0.010760653,0.009202617
bt_train_015s_5600-3924,0.016756041,0.021821238,0.018952493,0.7842307,0.019571682,0.019899176,0.01768995,0.020722719,0.020454187,0.022666523,0.019325523,0.017909713
mc_train_015s_5600-3644,0.00869037,0.010918102,0.01471552,0.011508149,0.0105468845,0.011004594,0.011851668,0.010514681,0.009970269,0.87509406,0.012504839,0.012680817
qtz_train_005s_0900-444,0.69665015,0.03128616,0.024644045,0.023690056,0.027579913,0.028141808,0.026610035,0.027939022,0.026820092,0.033841677,0.027816538,0.024980474
albite_train_015s_5250-3261,0.017060792,0.73798317,0.014316576,0.022584911,0.01994538,0.020709189,0.022003917,0.0216826,0.020674925,0.059410267,0.023156052,0.020472223
mc_train_015s_5600-2516,0.008850558,0.008901007,0.010942919,0.0106404945,0.010592205,0.009846524,0.011341242,0.010544648,0.008972487,0.8876306,0.011325516,0.01041192
hb_train_120s_1225_01-633,0.006710609,0.014547554,0.83600265,0.01194894,0.015123318,0.015435279,0.010840345,0.013019969,0.03244499,0.019349344,0.011094639,0.013482456
an_train_015s_5600-4101,0.020533264,0.01947961,0.01786295,0.02253734,0.019088255,0.019461134,0.020128325,0.017647268,0.77420026,0.029259145,0.019929826,0.019872608
gyp_train_15s_1680-1352,0.011212365,0.010942403,0.008013077,0.014480537,0.013392032,0.013442517,0.012167767,0.013869395,0.009725626,0.011828045,0.015838599,0.8650877
hb_train_015s_2500-1697,0.023148581,0.0171989,0.82716763,0.015543949,0.013293743,0.015484505,0.015050278,0.015807183,0.0131194275,0.013971851,0.015884798,0.014329092
aug_train_030s_5600-2107,0.020299593,0.025046043,0.04637248,0.024755953,0.027436478,0.02665911,0.6747697,0.026823953,0.037590865,0.032942306,0.030313047,0.026990503
albite_train_015s_5250-1045,0.025612034,0.5948164,0.03272786,0.024876527,0.026431177,0.02959989,0.029249776,0.033058416,0.044597585,0.109905474,0.0188326,0.030292297
bt_train_015s_5600-5535,0.014918046,0.020282175,0.017248154,0.80186015,0.017513698,0.018138343,0.016915847,0.019488836,0.017953895,0.02060864,0.018401653,0.016670577
mc_train_015s_5600-1007,0.012156409,0.014060133,0.015209952,0.015270582,0.013108323,0.0152015565,0.0126232095,0.012661128,0.016082486,0.84892213,0.013039891,0.011664261
qtz_train_015s_625-261,0.7221109,0.02497671,0.02797537,0.0173454,0.026363505,0.024701843,0.02754768,0.021640943,0.022920722,0.032029927,0.023666736,0.028720219
an_train_015s_5600-224,0.022478487,0.02864526,0.02145509,0.030916736,0.025878007,0.028821642,0.024100263,0.026140472,0.68217456,0.05640504,0.02724574,0.025738688
ms_train_015s_6400-945,0.020564815,0.022588158,0.019831074,0.024860963,0.7516135,0.021296272,0.018599361,0.020530513,0.020444645,0.030417748,0.0259885,0.023264455
gyp_train_12s_3336-1777,0.008837962,0.012554461,0.00938563,0.01305557,0.013874282,0.013075488,0.012928307,0.014508867,0.015387066,0.0131402975,0.015606856,0.8576452
gyp_train_12s_3336-862,0.0092751505,0.013485345,0.015265542,0.014718035,0.016804172,0.015240272,0.01399825,0.016899262,0.01880885,0.015623009,0.01663958,0.8332425
fo_train_030s_5040-3660,0.02022043,0.019535456,0.019874452,0.022286821,0.019995555,0.76595247,0.019421546,0.018618427,0.028473446,0.023066754,0.023449233,0.019105542
fo_train_030s_5040-4691,0.013767286,0.017710442,0.01561025,0.013232914,0.014173002,0.84169376,0.013301396,0.013502045,0.01324981,0.014489878,0.015225756,0.014043441
gyp_train_12s_3336-2848,0.007236371,0.013042,0.012550702,0.0128611205,0.0149222845,0.012331707,0.01433284,0.01620033,0.01686211,0.009914902,0.01449029,0.85525537
mc_train_015s_5600-2494,0.015280416,0.020380855,0.018980585,0.017555263,0.016095737,0.019919505,0.01691571,0.018614545,0.016995007,0.8061396,0.016089402,0.017033326
en_train_015s_5600-2414,0.015051776,0.016358154,0.013041577,0.016313814,0.016059147,0.015045697,0.014604947,0.8303475,0.015629131,0.018188853,0.015254656,0.014104656
albite_train_015s_5250-4427,0.016844017,0.7358091,0.017773911,0.020009004,0.019328205,0.018767327,0.019908153,0.023574932,0.019937694,0.064162195,0.023233486,0.020651853
mc_train_015s_5600-1770,0.011359981,0.010291443,0.011058969,0.014289482,0.011670661,0.011872482,0.012162175,0.011300476,0.012398499,0.86662936,0.0151907485,0.011775753
ms_train_015s_6400-2410,0.019516042,0.021887474,0.01963659,0.018361714,0.76355314,0.020256205,0.019370483,0.020256406,0.02411244,0.025853341,0.024585607,0.022610594
mc_train_015s_5600-3195,0.027887985,0.021697598,0.034029916,0.020955602,0.029593918,0.025170721,0.03657112,0.028378343,0.033017933,0.67685103,0.03502744,0.030818416
gyp_train_15s_1680-1653,0.010804752,0.0108005125,0.008687884,0.013116217,0.013519562,0.013549223,0.013095894,0.013337305,0.015079839,0.012909212,0.014530954,0.86056864
cal_train_1s_2300-275,0.020658497,0.019963756,0.023147361,0.02285931,0.020042207,0.021293115,0.023261134,0.02078909,0.026540296,0.038757946,0.74099976,0.021687545
fo_train_030s_5040-1754,0.0136393,0.015999638,0.016203923,0.013106695,0.014361849,0.83677673,0.012078986,0.015375796,0.016083054,0.016386151,0.015290392,0.014697398
en_train_015s_5600-2970,0.015842179,0.016676864,0.014803255,0.015115413,0.016270354,0.013960066,0.014349408,0.8301182,0.0140771875,0.019130737,0.01589608,0.013760397
gyp_train_12s_3336-1989,0.008769606,0.012824139,0.01052314,0.012803603,0.014376661,0.013366379,0.012951532,0.0144414725,0.017686168,0.013357141,0.015546293,0.8533538
ms_train_015s_6400-3426,0.02934612,0.024724657,0.023217104,0.02260895,0.71881837,0.024600875,0.023088602,0.021996511,0.027654482,0.028629705,0.030574253,0.024740372
qtz_train_003s_4760-1848,0.6259086,0.036038093,0.037438814,0.033565298,0.032206625,0.03455424,0.030449633,0.03280866,0.031381126,0.043394532,0.033161923,0.02909235
bt_train_120s_1225-906,0.012291776,0.019872302,0.024396934,0.7978855,0.016039446,0.017869724,0.017086405,0.017378908,0.02529562,0.014945261,0.018078333,0.01885988
fo_train_030s_5040-2025,0.03549611,0.02600218,0.027602518,0.036730558,0.02857054,0.6595585,0.025274292,0.029234456,0.03948315,0.037958387,0.029348051,0.024741169
qtz_train_015s_625-148,0.7151354,0.027370626,0.024705756,0.016435515,0.02454747,0.026110915,0.037308723,0.026348792,0.021347472,0.025847187,0.025467325,0.029374857
