,0,1,2,3,4,5,6,7,8,9,10,11
gyp_train_15s_1680-140,0.012829445,0.011503422,0.005894292,0.01964943,0.013282048,0.015160598,0.023136323,0.017364522,0.013546972,0.014614363,0.014991855,0.8380267
en_train_015s_5600-5435,0.014135923,0.019230736,0.019812014,0.020829365,0.016399436,0.015875889,0.014358284,0.8164861,0.013185456,0.018386852,0.0159939,0.015305958
albite_train_015s_5250-2009,0.017625,0.7506048,0.01603175,0.017461011,0.018531019,0.018800426,0.021360101,0.021469848,0.019865327,0.055478454,0.022186464,0.020585688
bt_train_015s_5600-970,0.025836704,0.026236322,0.026618954,0.71941316,0.024806295,0.02593321,0.022151804,0.026180206,0.029014021,0.025156315,0.02649937,0.022153651
gyp_train_12s_3336-1073,0.007921665,0.014231825,0.011876957,0.013922882,0.016860725,0.012994527,0.014418899,0.017485026,0.015899617,0.014363671,0.0163612,0.84366304
qtz_train_015s_625-149,0.7300059,0.02535751,0.024876585,0.018924242,0.025082212,0.025213698,0.02729864,0.018885372,0.018274112,0.030339474,0.024811264,0.030931015
albite_train_015s_625-5,0.017195243,0.59405625,0.018022355,0.024871603,0.028277986,0.02640695,0.028390722,0.028792081,0.038111806,0.12171535,0.041100625,0.033059068
qtz_train_003s_4760-1428,0.62613106,0.035490952,0.036926664,0.034229793,0.03322396,0.03492369,0.030369595,0.033219628,0.030157879,0.04354713,0.032543108,0.029236535
fo_train_030s_5040-1537,0.012424038,0.015320663,0.012865607,0.014333389,0.014354236,0.84098923,0.012458398,0.016021144,0.014498923,0.017180186,0.015065852,0.014488343
an_train_015s_5600-5366,0.011846954,0.01642607,0.014362881,0.014889603,0.014427432,0.014586594,0.013605578,0.014998672,0.830982,0.02424094,0.013678422,0.01595486
cal_train_1s_2732-1742,0.013558512,0.015774999,0.013519132,0.015352688,0.01417689,0.015990797,0.015181577,0.016263857,0.011387438,0.022091793,0.82941544,0.01728689
mc_train_015s_5600-2205,0.009011259,0.015710581,0.0076374137,0.008017439,0.01002193,0.009970583,0.010876912,0.011464454,0.012507917,0.88551503,0.00897659,0.010289891
ms_train_015s_6400-743,0.029038226,0.032379463,0.034168217,0.03329504,0.62927914,0.029565094,0.02479773,0.026167607,0.034850635,0.060033593,0.03518386,0.031241335
albite_train_015s_5250-3971,0.018295303,0.7417586,0.015778845,0.02300357,0.019828994,0.018588131,0.0215275,0.020490345,0.01670016,0.058639318,0.025411725,0.019977588
albite_train_015s_5250-3283,0.016468015,0.7436948,0.01697514,0.021303905,0.019697353,0.019054541,0.021243623,0.022510117,0.017782573,0.057921868,0.023439022,0.019909142
albite_train_015s_5250-2979,0.017052134,0.73619556,0.01915211,0.022875799,0.020299241,0.019190302,0.020425053,0.02047981,0.021646308,0.05832518,0.023556065,0.02080259
mc_train_015s_5600-2677,0.011815758,0.0128092235,0.012985838,0.01498808,0.0138743,0.014955575,0.016026681,0.014636512,0.019737186,0.8388294,0.014599978,0.01474147
hb_train_120s_1225_02-1059,0.006514688,0.0121865515,0.8794616,0.01381987,0.01256538,0.012848059,0.009739613,0.010572986,0.009223145,0.012610741,0.009757329,0.010699897
albite_train_015s_5250-4217,0.027115854,0.58466053,0.030468782,0.031989295,0.028221354,0.030550994,0.034091588,0.03161751,0.036748424,0.102063365,0.032920912,0.029551275
fo_train_030s_5040-3854,0.01258354,0.015196722,0.011590118,0.012696483,0.013597249,0.84356946,0.013716826,0.0143006565,0.014991606,0.016200356,0.017466804,0.014090288
cal_train_1s_2732-2514,0.014607205,0.016048387,0.01577921,0.018958645,0.015227196,0.017056713,0.019553794,0.015299814,0.015972525,0.023084901,0.8120139,0.016397614
hb_train_015s_2500-2045,0.020195983,0.016004516,0.76224464,0.016787283,0.019998224,0.021211347,0.021488545,0.0216342,0.031141574,0.03136896,0.018560607,0.019364266
qtz_train_005s_1000-564,0.32148573,0.04869787,0.071879,0.08880304,0.048973467,0.05814558,0.04417579,0.053345967,0.08696936,0.06735781,0.065279104,0.04488732
aug_train_030s_5600-4665,0.020717245,0.0211926,0.016258297,0.05301128,0.021141008,0.023096005,0.7349771,0.021266699,0.018568773,0.023992386,0.025329864,0.020448737
qtz_train_003s_4760-2542,0.61999375,0.035932053,0.033754807,0.0371773,0.032551527,0.03631762,0.03024825,0.033360302,0.03284687,0.0441668,0.03423887,0.02941195
aug_train_030s_5600-2904,0.021025665,0.025701173,0.023657609,0.030521253,0.021546358,0.023030914,0.74721247,0.021174945,0.020048097,0.02119613,0.02217866,0.02270669
fo_train_030s_5040-1288,0.012957847,0.015447715,0.01315016,0.013680682,0.01398683,0.8423285,0.012863741,0.014610556,0.0136303995,0.017703475,0.015152097,0.014487983
qtz_train_003s_4760-3830,0.63701993,0.034422178,0.035537723,0.03042872,0.032204386,0.033676125,0.029439578,0.03252151,0.033427764,0.040936694,0.031351946,0.02903337
fo_train_030s_5040-1315,0.013396016,0.015938481,0.013403499,0.013204383,0.014419075,0.84026194,0.014672319,0.014649878,0.013950007,0.01712615,0.014191759,0.014786542
en_train_015s_5600-2923,0.016875485,0.01838187,0.017424356,0.017361267,0.019215612,0.017691456,0.019139713,0.7894918,0.023457937,0.02306865,0.020746553,0.01714537
en_train_015s_5600-4965,0.0147455605,0.01759158,0.0165128,0.018941432,0.017731646,0.017509159,0.016626665,0.8039611,0.018043734,0.021868171,0.020264113,0.016204003
aug_train_030s_5600-4722,0.016951762,0.021957476,0.020137282,0.019738674,0.018627401,0.019880064,0.7804646,0.020979462,0.018276835,0.02063314,0.024180582,0.018172706
qtz_train_003s_4760-4096,0.5878003,0.03968878,0.036702275,0.03872251,0.033654984,0.03750678,0.03199609,0.036658432,0.04279557,0.046156786,0.03655159,0.03176592
albite_train_015s_5250-975,0.014997772,0.76455784,0.016705466,0.020556502,0.018958243,0.018075982,0.016745055,0.01959445,0.017988978,0.051487017,0.022411818,0.017920837
aug_train_030s_5600-519,0.017809268,0.021480147,0.023693087,0.025072359,0.019446444,0.021844013,0.7637165,0.019747468,0.021472722,0.02412158,0.023117766,0.01847851
ms_train_015s_6400-1688,0.023462735,0.023122964,0.023878535,0.0230491,0.72073656,0.023892373,0.02129368,0.022289496,0.027225181,0.035338134,0.03032047,0.02539082
ms_train_015s_6400-2762,0.025913602,0.026328249,0.026792115,0.024419513,0.71769005,0.024463579,0.023577401,0.021311883,0.024205597,0.03182206,0.027569916,0.025906017
mc_train_015s_5600-5114,0.009347466,0.008211568,0.011742639,0.010435049,0.010363075,0.010287583,0.012859976,0.009750251,0.010670113,0.882903,0.0116659785,0.011763319
gyp_train_12s_3336-3279,0.012636977,0.022565858,0.018918488,0.016088331,0.022608655,0.018766638,0.019397562,0.019718649,0.018072482,0.024970789,0.020263454,0.78599215
albite_train_015s_5250-3529,0.015629457,0.7501358,0.017290669,0.02505471,0.019576598,0.018816506,0.019124493,0.020882586,0.019060792,0.05329976,0.021613955,0.019514691
cal_train_1s_2300-320,0.015935956,0.01737869,0.020602224,0.019374903,0.015852802,0.017458264,0.017477179,0.016478349,0.017583871,0.031491287,0.7924761,0.017890355
qtz_train_003s_4760-3765,0.62972033,0.03545615,0.035556547,0.032004777,0.031519033,0.034818158,0.030284043,0.033207722,0.035625085,0.041091412,0.031933535,0.028783107
gyp_train_15s_1680-1376,0.0083733015,0.011305089,0.00912248,0.013053061,0.012432237,0.012153936,0.012802766,0.012579953,0.012090382,0.007702397,0.013509526,0.87487483
ms_train_015s_6400-5478,0.023083283,0.027907284,0.027222382,0.025775932,0.7153054,0.026528198,0.020707335,0.021314517,0.027169548,0.028810179,0.029196719,0.026979228
qtz_train_003s_4760-3533,0.6381658,0.034259204,0.032035768,0.028939525,0.031822566,0.03449635,0.030587934,0.032687377,0.035567205,0.0422148,0.031141225,0.028082347
an_train_015s_5600-1757,0.014808159,0.018745175,0.014579813,0.020292165,0.017127275,0.018385911,0.018288445,0.017938334,0.79833174,0.025874997,0.018478297,0.017149668
bt_train_120s_1225-857,0.011078661,0.015901381,0.015254036,0.8359858,0.011239799,0.012935535,0.011546415,0.013894025,0.009200914,0.016837625,0.016461264,0.029664593
ms_train_015s_6400-308,0.025437938,0.024795035,0.023432944,0.01814746,0.7197986,0.022718536,0.022892486,0.024664514,0.025327832,0.035595186,0.031865835,0.02532361
cal_train_1s_2732-1704,0.014221847,0.018319027,0.014021602,0.017361786,0.016750665,0.015962856,0.016535932,0.015286339,0.017464563,0.021326257,0.815714,0.017035095
bt_train_015s_5600-1885,0.03343236,0.029132964,0.03264434,0.6804885,0.026607968,0.028147545,0.023650352,0.02988937,0.031861834,0.031040395,0.028660333,0.024444126
bt_train_015s_5600-2721,0.03193923,0.027937822,0.03115402,0.68677855,0.027374905,0.029077398,0.024095012,0.027451212,0.031561915,0.03058062,0.02662304,0.025426192
qtz_train_003s_4760-1010,0.62594986,0.036130995,0.03574966,0.032677747,0.03211499,0.035084244,0.030827934,0.033284083,0.032688197,0.04408775,0.032183252,0.02922117
fo_train_030s_5040-4034,0.017215772,0.016275348,0.015775964,0.0108715175,0.014274975,0.8332418,0.013942913,0.015085685,0.01784755,0.016182497,0.0146884015,0.014597563
cal_train_1s_2732-1781,0.01343156,0.015948609,0.014541709,0.017619213,0.01365843,0.014718483,0.014510366,0.014982809,0.01328438,0.023921896,0.8267439,0.016638674
fo_train_030s_5040-726,0.012879588,0.015014766,0.014859012,0.013455613,0.014429917,0.8416025,0.0131918155,0.014202435,0.014509559,0.016831165,0.014666515,0.014357198
bt_train_120s_1225-1064,0.012736682,0.017500412,0.018909294,0.8184106,0.01724751,0.016800335,0.01613615,0.01573706,0.015868695,0.017389674,0.016418219,0.016845336
gyp_train_12s_3336-395,0.009202518,0.015489129,0.01051749,0.013504932,0.015552533,0.013444464,0.013937118,0.014958022,0.014043369,0.014141713,0.01458319,0.8506256
mc_train_015s_5600-1345,0.016692523,0.015603905,0.016073039,0.022025501,0.014501665,0.016831243,0.01629946,0.015330861,0.01685945,0.80879396,0.025670333,0.015318051
cal_train_1s_2300-1592,0.02128932,0.019462762,0.019437006,0.018489195,0.016688243,0.019436324,0.018149894,0.020044472,0.016358424,0.035940778,0.7754214,0.019282201
qtz_train_003s_4760-1230,0.6301217,0.0348443,0.03316272,0.031140616,0.032004684,0.034653455,0.030320207,0.03420389,0.033254784,0.044149615,0.032860037,0.029284054
bt_train_015s_5600-5378,0.027286356,0.026513394,0.027374206,0.7008248,0.024487335,0.027345499,0.024434278,0.025974251,0.03181867,0.03115009,0.02951367,0.023277536
bt_train_015s_5600-953,0.018444296,0.023612503,0.023082668,0.7614955,0.020573542,0.021449191,0.019657396,0.022218568,0.023347726,0.023897123,0.023010438,0.019211132
gyp_train_12s_3336-2862,0.0078409985,0.012188717,0.009538524,0.013789389,0.014069966,0.011887401,0.0126666175,0.014754419,0.016019529,0.011734615,0.013818734,0.86169106
albite_train_015s_5250-4989,0.01803376,0.74201643,0.016059896,0.026044244,0.018236805,0.01970491,0.020161616,0.02098042,0.022251274,0.052493636,0.025432477,0.01858455
qtz_train_005s_0900-161,0.6889655,0.031375293,0.028328218,0.022233086,0.028098064,0.029620558,0.026263392,0.028235557,0.028628254,0.03470844,0.028394876,0.025148872
ms_train_015s_6400-5397,0.023892011,0.022146508,0.01763152,0.018384429,0.7357847,0.022906594,0.022044519,0.02212586,0.030277494,0.03210138,0.028474757,0.024230143
cal_train_1s_2300-331,0.017946735,0.017273553,0.023555776,0.022507496,0.016321259,0.019052131,0.015942128,0.018641267,0.022541037,0.042455144,0.76444465,0.019318914
cal_train_1s_2732-920,0.013089244,0.014407861,0.010752764,0.01403623,0.012778694,0.013714899,0.014251124,0.013996963,0.012389906,0.021176735,0.8455071,0.013898532
en_train_015s_5600-1760,0.014267812,0.016131306,0.014588087,0.015583158,0.016118381,0.014963693,0.014760905,0.82949334,0.015326445,0.01828709,0.016346505,0.01413328
fo_train_030s_5040-4720,0.012861756,0.0162525,0.012621675,0.014137055,0.014616502,0.84040445,0.014347656,0.015226134,0.012017143,0.017437575,0.014796627,0.01528094
albite_train_015s_5250-3938,0.017112255,0.739248,0.017865011,0.023603957,0.0196356,0.02008646,0.018562363,0.021207185,0.018920636,0.05939384,0.024015414,0.020349279
bt_train_015s_5600-3115,0.046395916,0.036404457,0.039849125,0.63538504,0.027741687,0.029943775,0.029428573,0.029819334,0.03479285,0.031254694,0.031156635,0.027827876
cal_train_1s_2732-1857,0.08053759,0.043022886,0.041524675,0.07253645,0.04272279,0.044313166,0.038588077,0.040794827,0.058744162,0.05590218,0.44302097,0.038292237
albite_train_015s_625-556,0.019649712,0.6257104,0.020592736,0.02679962,0.023348764,0.02773607,0.028788388,0.029615784,0.035868496,0.094518736,0.037063595,0.030307623
aug_train_030s_5600-4508,0.020629203,0.019138454,0.016317915,0.03805478,0.02055945,0.022909263,0.75070053,0.020390185,0.024389582,0.025065647,0.021357778,0.020487156
hb_train_015s_2500-2475,0.013311614,0.017420286,0.7402462,0.015797313,0.021438135,0.020058926,0.07817559,0.019623786,0.016974794,0.020482667,0.017349934,0.019120866
ms_train_015s_6400-4265,0.019147165,0.020139823,0.01803256,0.0148514,0.7700242,0.020908384,0.02023111,0.019060362,0.02392493,0.027713865,0.024231711,0.021734457
gyp_train_15s_1680-685,0.010759881,0.011408679,0.00683671,0.013874824,0.011630312,0.012916919,0.011236732,0.013308447,0.013353924,0.010921426,0.014434725,0.8693174
aug_train_030s_5600-4775,0.01538276,0.018997947,0.021808725,0.02029663,0.018432666,0.018595932,0.78850466,0.017047198,0.0209315,0.021790212,0.020410907,0.017800838
cal_train_1s_2732-747,0.014021621,0.015737293,0.0150202885,0.015334197,0.013993936,0.014999004,0.015225626,0.013651096,0.014441331,0.024536557,0.8276281,0.01541108
cal_train_1s_2732-702,0.012035994,0.014724912,0.013030361,0.015899777,0.014024685,0.015152656,0.01568366,0.013709796,0.017429642,0.020054873,0.8337551,0.01449863
an_train_015s_5600-2544,0.02417451,0.04407587,0.022490662,0.032005742,0.031347353,0.030818203,0.02593173,0.030774347,0.6531435,0.05066428,0.028720027,0.025853744
mc_train_015s_5600-3333,0.021029023,0.02361781,0.023137983,0.022406125,0.021688964,0.022765564,0.029215453,0.024005027,0.032769095,0.73193926,0.022168502,0.025257166
gyp_train_15s_1680-95,0.0068883505,0.008285101,0.005966114,0.006635894,0.008523144,0.0087633245,0.009750534,0.010194104,0.009674479,0.007981373,0.010703996,0.90663356
gyp_train_15s_1680-770,0.011737371,0.012228592,0.007978235,0.01556337,0.013662975,0.013350973,0.016247885,0.015079422,0.013872571,0.009950554,0.014985649,0.8553424
qtz_train_005s_0900-629,0.69560784,0.031664494,0.025896948,0.024273356,0.028137293,0.02927574,0.027064983,0.02724103,0.028413037,0.030872533,0.026507886,0.025044912
mc_train_015s_5600-2868,0.013419651,0.013945343,0.015587294,0.01461863,0.013771896,0.014195743,0.01733301,0.01449057,0.014232329,0.8376799,0.016556751,0.014168801
hb_train_015s_2500-1274,0.018892154,0.019641684,0.75301814,0.024153592,0.02083191,0.020923294,0.019237593,0.021919155,0.013869374,0.04641022,0.020953627,0.02014923
en_train_015s_5600-2926,0.017786618,0.01874076,0.022182913,0.020685466,0.020571217,0.019265559,0.023912966,0.7589364,0.028169073,0.027494613,0.023236888,0.019017579
en_train_015s_5600-1412,0.013725707,0.014975605,0.013220022,0.01329082,0.01539589,0.0135210315,0.014264646,0.84197026,0.01392749,0.017067194,0.015601226,0.013040024
gyp_train_12s_3336-558,0.01019174,0.01642534,0.011903475,0.013873553,0.016488725,0.014316895,0.014462702,0.015341925,0.016534237,0.015779968,0.015122447,0.83955896
ms_train_015s_6400-2798,0.024442635,0.024575613,0.017947743,0.021001786,0.72445697,0.023810025,0.024229258,0.023686266,0.026876599,0.03178105,0.032850884,0.024341121
fo_train_030s_5040-3817,0.012429346,0.0147978095,0.014993054,0.014071869,0.0139732445,0.8419418,0.012292491,0.014184622,0.016963894,0.016062029,0.014306172,0.013983662
en_train_015s_5600-373,0.01321101,0.015213597,0.012830256,0.014487816,0.015374426,0.015587029,0.015271798,0.83188444,0.016159622,0.01968157,0.016410112,0.013888403
mc_train_015s_5600-4830,0.017539613,0.026213897,0.20845185,0.033392936,0.03874284,0.032252695,0.02475797,0.03370568,0.046316966,0.47174826,0.032274026,0.03460317
albite_train_015s_5250-633,0.014625955,0.74162847,0.01696626,0.024214275,0.018307783,0.018931577,0.021576017,0.021071365,0.017140545,0.06045775,0.024500193,0.020579768
en_train_015s_5600-246,0.020559141,0.021475734,0.026931603,0.019580133,0.021793352,0.020692704,0.023044296,0.7530558,0.022793693,0.027446777,0.023465268,0.019161476
ms_train_015s_6400-1790,0.022035995,0.023047399,0.024820032,0.015602963,0.7446748,0.022387996,0.01998216,0.021840991,0.026323903,0.027617553,0.027546072,0.02412021
ms_train_015s_6400-962,0.023795966,0.024516849,0.021084521,0.019919695,0.72252756,0.02413144,0.023633217,0.022922214,0.026430422,0.03625347,0.029231014,0.025553612
hb_train_120s_1225_01-279,0.011561735,0.012424442,0.86982155,0.010476558,0.014063701,0.011785694,0.0128053585,0.013251177,0.01023116,0.008336461,0.011972965,0.013269115
qtz_train_005s_0900-693,0.69741875,0.032040272,0.025055809,0.024405146,0.026946582,0.028139567,0.028789336,0.027446942,0.025802525,0.031541497,0.026614826,0.025798688
qtz_train_003s_4760-3784,0.6321522,0.03557793,0.029189456,0.036337815,0.031121504,0.035288826,0.0316,0.033004414,0.03252044,0.04217476,0.03247354,0.028559016
en_train_015s_5600-5578,0.014368226,0.016342973,0.015171804,0.0155835515,0.015305037,0.014212944,0.014212489,0.8323983,0.014816286,0.018408112,0.015323176,0.013857119
hb_train_015s_2500-69,0.012659135,0.012970867,0.8119962,0.014686463,0.016909197,0.015424762,0.014774348,0.016594993,0.020602686,0.025751432,0.02099614,0.016633697
en_train_015s_5600-3716,0.017654918,0.017418977,0.014998323,0.019398503,0.017220832,0.017639149,0.017123446,0.80241114,0.01967522,0.02260595,0.01854414,0.015309429
albite_train_015s_5250-755,0.014421577,0.7623336,0.017645402,0.020219766,0.017905267,0.017858254,0.017266108,0.021404663,0.016452167,0.054821037,0.020645985,0.019026212
an_train_015s_5600-4958,0.049560294,0.034633614,0.033174526,0.048665024,0.03087455,0.036373414,0.031495795,0.036123943,0.577357,0.045923345,0.04406204,0.03175636
mc_train_015s_5600-1387,0.0102105355,0.009776715,0.012071953,0.010470506,0.010929158,0.01237568,0.0139352335,0.011616018,0.01443103,0.8686412,0.01323748,0.012304499
aug_train_030s_5600-5140,0.015666166,0.01776871,0.019463569,0.020172989,0.018615155,0.018597906,0.78178453,0.020839779,0.023559986,0.024157064,0.02144632,0.017927889
cal_train_1s_2732-2507,0.01368615,0.01611013,0.01579678,0.019986734,0.015360877,0.015787072,0.015224116,0.014405479,0.015978286,0.02140745,0.82085276,0.015404157
bt_train_120s_1225-709,0.020951638,0.024549307,0.04325865,0.75774693,0.019260218,0.022171019,0.018614277,0.015301577,0.017364198,0.024339842,0.017953383,0.018488884
ms_train_015s_6400-3317,0.024325145,0.022623533,0.022057572,0.01939778,0.73120534,0.023974761,0.02189365,0.021674832,0.028292958,0.03033344,0.029699875,0.02452107
gyp_train_12s_3336-1296,0.008227049,0.012509349,0.009488473,0.012393679,0.013884319,0.012488638,0.013009047,0.01429878,0.015071594,0.01354243,0.0146040395,0.8604826
qtz_train_003s_1148-360,0.6219849,0.03485568,0.038338378,0.035579905,0.030112883,0.03525524,0.030350814,0.034383852,0.03328061,0.038114004,0.037836615,0.029907238
ms_train_015s_6400-1543,0.020076131,0.019592818,0.017919656,0.019525439,0.76072335,0.022012176,0.019106653,0.017088283,0.024918318,0.031138148,0.024029516,0.023869555
en_train_015s_5600-3136,0.017307919,0.019370059,0.01793038,0.022103192,0.019128915,0.020307044,0.018634444,0.7802208,0.020770404,0.025277466,0.021907566,0.017041808
qtz_train_003s_4760-3752,0.6235719,0.034998447,0.035896942,0.033466298,0.032506064,0.035351545,0.030365637,0.032360394,0.036388863,0.043062888,0.03263692,0.029394036
bt_train_120s_1225-395,0.00867956,0.014127537,0.014088942,0.8144864,0.017818479,0.018835623,0.019829862,0.018844225,0.018946303,0.020214893,0.017875437,0.01625269
qtz_train_003s_4760-4747,0.65379936,0.039632317,0.029439468,0.03074223,0.031488944,0.031813093,0.030558968,0.03192131,0.030240139,0.031078782,0.032190546,0.027094655
bt_train_015s_5600-4812,0.02212544,0.023928354,0.019662496,0.75075436,0.021811571,0.02577938,0.020906623,0.020844499,0.024470879,0.027097272,0.022449814,0.020169232
hb_train_120s_1225_02-790,0.0058144773,0.011172791,0.86300915,0.014669013,0.01297618,0.016297154,0.010848499,0.012700398,0.011163333,0.011583508,0.016383816,0.0133816665
qtz_train_003s-1599-480,0.5032309,0.03814338,0.059032306,0.034105897,0.03865653,0.050921638,0.026906509,0.049708713,0.058885705,0.0602853,0.045006447,0.03511676
ms_train_015s_6400-124,0.033168033,0.02549576,0.02090087,0.021333957,0.6628077,0.029407728,0.035459198,0.024202423,0.032227725,0.051643617,0.031643055,0.031709813
aug_train_030s_5600-4366,0.02012977,0.023412341,0.026847066,0.02611751,0.02094784,0.022413163,0.74599355,0.022646409,0.022699514,0.025119118,0.023648486,0.020025393
qtz_train_003s_4760-1457,0.63503176,0.034004297,0.034955755,0.030608157,0.0322041,0.034054436,0.029286152,0.0329628,0.032983046,0.04297104,0.032743793,0.028194604
ms_train_015s_6400-3106,0.028321858,0.02638401,0.021500118,0.024445478,0.7174179,0.024151077,0.02176187,0.024471473,0.023391167,0.029061431,0.03306719,0.026026504
aug_train_030s_5600-2579,0.014285653,0.018915856,0.016450567,0.02011723,0.017066227,0.016859025,0.81553614,0.016809985,0.015325603,0.015935497,0.017239116,0.015458934
cal_train_1s_2300-478,0.019991592,0.01938995,0.01756428,0.021026496,0.01823526,0.02124128,0.022541089,0.020080741,0.017774455,0.036501296,0.76587206,0.019781483
en_train_015s_5600-1941,0.0169655,0.017361766,0.014582445,0.018174438,0.016893957,0.017419482,0.015905872,0.8132322,0.017780524,0.019744512,0.017226603,0.014712747
fo_train_030s_5040-4614,0.013104378,0.014995328,0.013948253,0.01322588,0.013878685,0.84299797,0.0116889365,0.01414704,0.014388659,0.018027207,0.015031173,0.014566503
mc_train_015s_5600-3506,0.013509631,0.019474115,0.07226765,0.029297745,0.027587948,0.02610868,0.026611296,0.027411005,0.03645342,0.66605663,0.02720374,0.02801814
albite_train_015s_5250-4873,0.01792021,0.7240953,0.018196687,0.021250445,0.020323843,0.021370433,0.022855703,0.02204697,0.023280982,0.059909217,0.027065739,0.021684544
an_train_015s_5600-4980,0.010223776,0.017160444,0.0105332,0.015112464,0.014037658,0.013751719,0.01739293,0.013823096,0.8386203,0.017195731,0.017620211,0.014528395
albite_train_015s_5250-1953,0.016346185,0.7549571,0.016240831,0.0201363,0.017794333,0.018556958,0.019764762,0.01972677,0.018784111,0.05676388,0.02123962,0.01968919
mc_train_015s_5600-2052,0.0078739505,0.010588901,0.007039724,0.010796899,0.009307212,0.01003298,0.0101408865,0.009838529,0.008222237,0.8964224,0.010462089,0.009274127
ms_train_015s_6400-4759,0.018712344,0.02007324,0.017012032,0.016627695,0.77162206,0.019681381,0.019485284,0.019700479,0.02337428,0.027501095,0.024283452,0.021926742
qtz_train_005s_0900-114,0.6912932,0.032089125,0.024942817,0.023711113,0.027944705,0.030773075,0.027117021,0.027152253,0.025887141,0.03414699,0.028564716,0.026377719
en_train_015s_5600-1657,0.017971858,0.019769548,0.016610004,0.01989751,0.016759554,0.01705141,0.016519923,0.8051517,0.018079938,0.017755909,0.019418038,0.015014603
qtz_train_003s-1599-922,0.68374985,0.0343442,0.038168777,0.027404346,0.03009315,0.027378777,0.030706145,0.032254264,0.0120430095,0.02862393,0.029964574,0.02526905
qtz_train_005s_0900-438,0.7072839,0.029147657,0.02427915,0.022887966,0.027284747,0.027777927,0.025221964,0.026051136,0.024986887,0.034234256,0.026215293,0.024629112
bt_train_015s_5600-4063,0.018383963,0.022397297,0.022135321,0.770818,0.020563154,0.021584947,0.018717753,0.020981483,0.020996401,0.023539595,0.021122472,0.01875983
en_train_015s_5600-584,0.012986032,0.015624633,0.012867634,0.013802474,0.015356903,0.014505857,0.0144747775,0.8397741,0.014826137,0.017540107,0.015151111,0.013090335
qtz_train_005s_0900-194,0.6989023,0.029807048,0.02676417,0.022778066,0.026472831,0.029323546,0.026625557,0.027272273,0.024943845,0.035404444,0.027274458,0.024431454
en_train_015s_5600-209,0.013110923,0.016124895,0.013631219,0.014952337,0.016180744,0.014529106,0.015322035,0.8316791,0.01623257,0.017727057,0.016469685,0.014040435
aug_train_030s_5600-822,0.017935753,0.0229168,0.023732373,0.027854457,0.019409481,0.021898292,0.7616534,0.021117086,0.023394097,0.019235583,0.021865325,0.01898728
hb_train_015s_2500-549,0.021757549,0.021465218,0.75118333,0.038928095,0.019494629,0.021689428,0.023299586,0.021028385,0.022844018,0.021402204,0.018035188,0.018872363
aug_train_030s_5600-1846,0.021708762,0.024758587,0.027444044,0.031130683,0.0215874,0.02390876,0.72691745,0.024035167,0.024246974,0.026250156,0.02781216,0.020199835
albite_train_015s_5250-980,0.015701259,0.7659709,0.017951587,0.018386584,0.017565204,0.016994013,0.018643502,0.018936511,0.018000748,0.052671727,0.021088993,0.01808895
hb_train_120s_1225_01-493,0.009590088,0.010151636,0.8869001,0.008639892,0.01250423,0.0114671765,0.007973614,0.012552117,0.010563795,0.007922564,0.010855822,0.010879047
qtz_train_003s_4760-2633,0.6294392,0.03632583,0.032827184,0.033834234,0.034030143,0.036189422,0.029798217,0.032961734,0.031437557,0.042877786,0.031042902,0.029235747
ms_train_015s_6400-2331,0.021355994,0.021941647,0.019658163,0.021120917,0.7447208,0.021946402,0.01938111,0.02072642,0.031608023,0.028364714,0.025487805,0.023688074
ms_train_015s_6400-3482,0.023047894,0.022773474,0.018499259,0.02443578,0.7427639,0.021365812,0.021318704,0.021728186,0.022931036,0.03082947,0.027044293,0.023262173
ms_train_015s_6400-5120,0.019041622,0.021856511,0.018532755,0.01962108,0.7396888,0.021501103,0.020672953,0.020490354,0.03940083,0.023811087,0.030048896,0.025334088
cal_train_1s_2732-2508,0.01423219,0.016450897,0.013409377,0.01743092,0.014013787,0.017214281,0.016837213,0.016629163,0.019673904,0.017330837,0.82161665,0.015160813
cal_train_1s_2732-593,0.012820329,0.015472916,0.011729502,0.016190274,0.014160021,0.013653913,0.01617559,0.01464473,0.01243574,0.020256594,0.8373601,0.01510035
hb_train_120s_1225_02-250,0.0071252687,0.011033691,0.8826532,0.009267366,0.010119967,0.010787407,0.015209019,0.009639913,0.009272798,0.0072325766,0.01770573,0.009953076
qtz_train_015s_625-192,0.73063076,0.02444022,0.024314227,0.01780854,0.024979603,0.02535449,0.026714608,0.021297544,0.020764668,0.029810349,0.024754774,0.029130133
cal_train_1s_2300-952,0.016792238,0.018028226,0.01942654,0.021048518,0.01693098,0.017687736,0.01771988,0.01955081,0.019792963,0.035181727,0.77900285,0.018837526
an_train_015s_5600-3851,0.022601778,0.030997735,0.031551525,0.03794526,0.023412263,0.026928397,0.03366166,0.02400634,0.67254305,0.035022464,0.0357453,0.025584232
an_train_015s_5600-4810,0.03116786,0.02236057,0.0044055753,0.01718858,0.020850861,0.021107363,0.03179994,0.013849307,0.7554924,0.035382107,0.025896868,0.020498583
qtz_train_003s_1148-347,0.6173669,0.033857517,0.03736845,0.03737053,0.02967848,0.03538412,0.030290117,0.033561718,0.035787757,0.042817622,0.03658996,0.029926859
qtz_train_003s_4760-326,0.6064339,0.041050836,0.03192441,0.036481176,0.041122563,0.035816096,0.03583377,0.03514385,0.024460005,0.04536237,0.033860765,0.032510348
